uniqueID,drugName,condition,review,rating,date,usefulCount
44735,Ramipril,High Blood Pressure,age bmi high bp average base day hour reading start ramitril mg week side effect get test kidney take well week via blood test say gp last reading say higher average home measure sit also take hibiscustea arugola helpful believe help well bring bp,7,25-Feb-17,15.0
55715,Effexor,Depression,terrible pill wouldnt recommend anybody start med unless ready bad side effect come med doesnt work med cause lose year memory lose almost marriage,1,8-Jan-16,15.0
163844,Mirtazapine,Depression,ive take medicine mg year depression completely go month take ive battle depression year great dont enjoy much sleep benefit hr per night see rise appetite night think ive put lbs last year weight gain surely worth sanity,10,7-Apr-11,19.0
141672,Escitalopram,Depression,th day lexapro appetite start feel less anxious hop soon feel back perfectly normal thanks input,7,16-Jan-13,53.0
229811,Hydrochlorothiazide / olmesartan,High Blood Pressure,great medicine four year zero side effect mention seem one people sort side effect blood pressure medicine take combination verapamil blood pressure consistently run range use run complaint though sure expensive,8,20-Sep-10,35.0
12399,Parnate,Depression,tried atypicals tryciclics ssris snris anything else throw drug help parnate walgreens sheet say would kick within hour first pill think mind snap abrupt cessation pain intense stun ten year still love drug,10,1-Apr-17,28.0
211747,Lamotrigine,Depression,hesitant add new medication relatively mild ssri amp klonopin regimen despite combo depressive symptom persist grow intense active phase say quotactivequot meaning quotseverely depress usualquot alway felt depressed every month would fall debilitate state could barely function couldnt leave house cry time hat get point get shower felt overwhelming start lamictal felt nothing first day literally snap felt normal amp hopeful first time ever would definitely give chance doctor feel good choice,9,23-Mar-17,33.0
183664,Cymbalta,Depression,take zoloft trazodone past year depression anxiety recently change doctor prescribe cymbalta mg although negative side effect tolerable medicine take side effect positive side libido increase drastically orgasm guess make quotlostquot year zoloft new life,8,24-Aug-09,69.0
183591,Cymbalta,Depression,month mg mg far feel little well much hopefully improve side effect night sweat tremor little nausea paranoia anxiety,5,7-Apr-10,13.0
119901,Losartan,High Blood Pressure,fourth bp medication try ive lotrel lisinopril atenonol last losartan ive tolerted losartan best start mgs immediately notice pain foot difficulty sleep inconsistent sleep head pressure dizziness cut pill half request decrease doctor start half pill mg losartan mg hcl foot pain dissipate insomnia remain start take sleep aid another pill counter effect also notice headache persistent dizziness look try something else,8,9-Nov-15,51.0
82304,Liraglutide,Diabetes Type 2,ive victoza day start since day little weak constipate first day start feel good eat little meal day ive lose pound far,10,26-Apr-15,56.0
93980,Trintellix,Depression,one month mg trintellix zoloft year zombie like veil lift energy like also see clearly surround critical condescending people never able give much think behavior zoloft experience euphoric feeling absent prior trintellix,10,15-Mar-17,83.0
11831,Trulicity,Diabetes Type 2,month never give sure stomach force new appetite stop fry food cheese irratations stomach happy funny thing mind stop crave cheese fry food totally go thing think eat thursday dose day wednesday night huge appetite still good stuff lose pound ac blood pressure best longer irritable bowel cycle loose diarrhea feel intestine happy absorb mineral nutrient,10,24-Dec-16,63.0
226001,Bupropion,Depression,take pill best move ive ever make edge horrible thought moody antisocial want stay home associate anybody go normal yr old life,10,27-Aug-09,86.0
57559,Insulin isophane / insulin regular,Diabetes Type 2,buy insulin lowest price usa u buy max bottle time,10,18-Jul-17,0.0
113860,Amlodipine,High Blood Pressure,take drug high blood pressure start hydrochlorothiazide lot side effect switch take one night get hour sleep next day take blood pressure insanely high highest blood pressure read ive go urgent care suggest go er er lot test couldnt find anything hour take amlodipine blood pressure still hasnt go could give drug negative reading would stay clear amlodipine highly dont recommend,1,17-Aug-17,26.0
181893,Inderal,High Blood Pressure,im year old male inderal since late medicine perfect little side effect lightheadedness time nausea probably worst sideeffect inderal become expensive year sometimes hard find insurance company change force try blood pressure drug end back inderal seem effective one doctor cardiologist etc seem know increase palpitation blood pressure rise side effect become worse etc doctor put bystolic well see go lesson medicine work youve long time stay dont let insurance company play health,8,27-Aug-10,58.0
168996,Vilazodone,Depression,diarrhea last day pleasantly surprise fast viibryd begin work felt much better even five day take never happen think finally find medication work six year two month take gain ten pound vision get worse sex drive go high literally nothing take three month stop take return depression anxiety back full swing wasnt normal depression everything boring youre lethargic angry scary unpredictable depression ive experience bad reaction medication past,1,1-Nov-12,22.0
171370,Wellbutrin,Depression,help feel well lose bit weight stop smoking much better ssri,10,28-Feb-16,33.0
206576,Valsartan,High Blood Pressure,use diovan day develop shortness breath blood pressure skyrocket also lethargic within day stop go back old blood pressure medication pressure drop significantly drug work prescribe,1,20-Aug-09,91.0
94569,Abilify,Depression,start take abilify week ago bipolar course high great low well know doctor thought would cause level high low bad idea think way know sure medication cause go gradually seem like eliminate high altogether cause drift moderate low unlike take med able still function somewhat better full blow depression right feel pretty poorly anxiety depression think stop medication reading experience ive decide stop medication mg today see happen still take lamotrigine,1,4-Sep-16,16.0
177324,Duloxetine,Depression,far good havent long definitely feel like overall quality life improve mild headache nausea first week two go away still get sad sad thing happen longer feel overwhelm quotdoom gloomquot definitely go take day morning,9,6-Dec-16,35.0
198506,Exenatide,Diabetes Type 2,byetta control sugar time sugar low im eat enough lose lb one month beat sugar high,10,31-Oct-09,9.0
45844,Fluoxetine,Depression,prozac make feel lot less depressed first start cause really bad insomnia,6,8-Oct-09,13.0
28444,Lexapro,Depression,prescribe lexapro year half ago suffer severe depression anxiety female start mg upped dosage mg get yawn get bit nausea also make bit frigidityhard focus even do wonder mood brain seem function help sleep dont crazy vivid dream miss dose two really tell difference definitely mellow feel like manage basic day day thing since start trouble orgasming however always cant drink alcohol go straight head make go silly lexapro change life,10,29-Jul-13,72.0
205847,Pristiq,Depression,doctor recently prescribe pristiq go see help mood swing rather nasty incident family dinner decide need help family put swing year sometimes cry alone realize suffer long term depression day four take medication already feel difference dont feel moody dump hope effect continue past self break family agree post decrease appetite feel like eat sleeping go always problem area due shift worker take sleep tablet,6,13-Feb-10,21.0
225785,Bupropion,Depression,im shock see single negative review list first day take wellbutrin drink friend advisable bad fight anger uncontrollable next day fight roommate absorb rage completely unaware others feeling week stick head angry charge paranoid isolate week later terrible fight roommate result bad physical altercation cop call next day move next day extremely depressed indifferent stop take maybe didnt give time dont want discourage others irritabilityanger issue aware cautious,1,11-Jul-11,35.0
147229,Alprazolam,Depression,severe panic attack year finally get doc prescribe wow amazing medicine doctor retire seem every doctor afraid prescribe due one abuse dont take daily mind stop race sleep use give slight drowsiness morning,9,8-Jul-13,123.5
102520,Aripiprazole,Depression,drug really help get back quot old mequot gain five sound medication happy medication really help deprestion,10,31-May-16,25.0
55705,Effexor,Depression,major breakdown hospitalize psychiatrist put effexor take bed run fever felt like flu far worst medicine ever try ever woul never take felt horrible day next day wouldnt get bed nightmare,1,2-Mar-16,22.0
11678,Trulicity,Diabetes Type 2,type ii three year somewhat uncontrolled two year mg metformin start trulicity two week ago week day shoot ive experiencing severe nausea headache hour side effect minimal annoy im optimistic side effect go away time metformin medication work though fast blood sugar range morning,7,26-May-17,13.0
196968,Paroxetine,Depression,pacil mg great say finally month depression veil lift drug work great slowly give time work,10,4-Aug-16,10.0
141790,Escitalopram,Depression,lexapro help depression anxiety lot strange side effect believe make blood read quotprediabeticquot never life history soon get blood go back normal also become severely anemicagain could coincidence go blood fine also make feel confuse mentally weight gain well try many antidepressant get many side effect shame depression back vengeance,5,25-Apr-11,6.0
113857,Amlodipine,High Blood Pressure,im year old male moderately high bp year ago start spike high dr put amlodipine besylate mg month ago bp today like med effect everyone differently drs tell one least number side effect follow thing notice since take drug leg seem little weaker notice significant swell one main side effect night discomfort legs generally thigh muscle pain discomfort like ran treadmill hour nothing keep awake overall work,8,2-Sep-17,24.0
113934,Amlodipine,High Blood Pressure,awful drug run begin prescribe amplodipine benzalate mg either take mg pill day could break half muscle weakness muscle depletion like acid eats muscle make skin crawl literally feel pulse pound ankle fire stomach chill body labor breathe wheeze cough conjestion cause get bronchitis ive never life drown feel chest lung weakness tingle head thougt stroke tingle toe finger extreme coldness cramp anxiety fatigue make feel another world think die felt like organ shut run folk,1,28-Oct-16,112.0
159614,"Insulin inhalation, rapid acting",Diabetes Type 2,use afrezza month control bg incredible easy convenient use dont think twice stay complient son use afrezza month experience top,10,21-Sep-15,24.0
186352,Desvenlafaxine,Depression,sideeffects far outweigh benefit take week good effect kick felt like huge boulder lift chest could cope thing much better however nausea still present even though two month since start whats frighten blurred vision vision start get blurry long start pristiq become worse gotten point word im type blurry laptop less two foot away face wean appointment doctor next week bad hopeful one,1,16-Jan-12,6.0
114064,Amlodipine,High Blood Pressure,second med blood pressure first metaprolol completely switch norvasc along propanalol calm anxiety hasnt work get hour sleep med sleep overwhelming feeling daily basis along anxiety panic uncontrolled quiver middle morning like cold nausea bad havent able eat full mean week im always tire start selfesteem issue due rapid weight loss ov lb see doctor tomorrow get medicine take help need normal back,3,11-Aug-15,64.0
18740,Hydrochlorothiazide / losartan,High Blood Pressure,medication make extremity swell like last medicine blood pressure stable since start medicine,10,16-Oct-14,31.0
181507,Prozac,Depression,ive prozac month really help depression,10,31-May-14,107.0
177335,Duloxetine,Depression,cymbalta least year take lamactal also seem help put anxietydepression acupuncture go drug horrible try tell doctor still felt crumby cymbalta up dosage think way deal anxiety depression least find certain drug work well check pharmacologist match good luck suffer much fun,2,27-Jan-17,31.0
159700,Hydrochlorothiazide / lisinopril,High Blood Pressure,dont take medicine unless absolutely necessary ive take year extreme dizziness especially work brain fog incredible hair may also thin good experience stop medicine little ago control blood pressure w diet exercise without feel passing,3,26-Jul-15,35.0
198126,Metoprolol,High Blood Pressure,dramatically reduce blood pressure feel great little tired throughout day,9,31-Aug-09,51.0
13883,Bydureon,Diabetes Type 2,bydureon pen week ac drop lose lb ive side effect far appetite cut half eat pretty good meal dont get exercise like would like knee problem definitely satisfy bydureon actos metforming year hope continue work well,10,14-Apr-17,12.0
225246,Bupropion,Depression,take bupropion xl two monthsin begin energy felt great effect start wear offordered name brand welbutrin start first dose felt fantastic advice avoid generic purchase name brandhuge difference,10,17-Oct-15,54.0
181227,Prozac,Depression,prozac unfortunately much success didnt feel worse didnt feel great either start take oct dose mg up mg eventually mg really change dos time month probably best since dont get get use drug anyways wasnt feel better still felt depressed psychiatrist officially switch venlafaxine im afraid since review drug arent positive say prozac sometimes felt good majority time felt depressed drug side effect fatigue diarrhea,4,31-Jan-17,19.0
55908,Effexor,Depression,dealt gad anxiety life start take effexor major depression episode doctor star slow mg week mg week mg week finally mg mg month side effect along way basically feel quotweirdquot worst side effect want quit many time along way stick doesnt work overnight sexual side effect hard orgasm deal feel better depression fun good luck tomorrow always well day god bless,8,1-Dec-09,60.0
119021,Zoloft,Depression,ive zoloft day feel flat bearer head volume control set medium permanently definitely notice sexual dysfunction take forever climax,8,5-Aug-10,16.0
102564,Aripiprazole,Depression,suffer severe depression entire adult life ive tried multiple ad limit effect start abilify mg make feel like zombie stop symptom depression severe social anxiety panic disorder keep worsen decide try mg abilify addition effexor already take result nothing short miraculous symptom completely resolve side effect become new person past year,10,5-Jun-17,6.0
62831,Citalopram,Depression,first drug put start mg time increase maximum dose mg strong effective however help side effect virtually non existent day use fall back medicine want come one due side effect etc ill begin back citalopram keep tick get another antidepressant try,7,10-Apr-09,6.0
32408,Lisinopril,High Blood Pressure,helpful use year double dose may double,6,17-Jul-15,27.0
205527,Pristiq,Depression,female ive take mg month feel lot better regard depression feel nauseous time accidentally forget pill feel absolutely awful bizarre dream incredibly tire diarrhea paresthesia im afraid stop take good something ill discuss doctor,4,6-Feb-13,33.0
205641,Pristiq,Depression,year old male struggle anxiety depression life peak year ago begin take maximum dosage wellbutrin mg well would still get quotknot stomachquot anxiety would rise ask psychiatrist could try pristiq since mother good result reduce wellbutrin put mg pristiq start feel well rd week month negative thought able live present lack joy change dramatically better wonder pill side effect,10,17-Oct-11,30.0
93828,Budeprion XL,Depression,ive feeling real doctor tell take budeprion feel much well im happy take one step time get bed,6,6-Feb-09,11.0
45814,Fluoxetine,Depression,year struggle depression unknowingly since could remember never think take action though tragic event happen come suicidal thought go doctor get prescribe prozac mg honestly say never felt good life havent suicidal thought anxiety much depression thing say negatively medicine decrease sex drive leave feeling quite tired lack energy first start take lasted day ever since problem occur except lack sex drive thank prozac honestly save life,10,13-Dec-10,36.0
168498,Tranylcypromine,Depression,long,6,27-Jan-17,1.0
225275,Bupropion,Depression,lose brother accident temporarily use paxil work okay time lose dad suicide work paramedic stress always factor diagnose ptsd put zoloft gain weight like crazy switch cymbalta make blood pressure go roof ask dr try something ssri put wellbutrin help tremendously without horrible side effect thing careful moderate alcohol consumption lifesaver,8,25-Sep-15,9.0
163621,Mirtazapine,Depression,get prescribed mirtazapine suffer post traumatic stress disorder work frontline ambulance staff ten year attend one many decease child lose mind night terror panic attack flash back uncontrollable fear suicidal thought go long term sick job doctor put mg month up dose mg work fantastic sedate effect flash back anxiety stop dream become fantastical instead nightmarish sedate effect reduce manageable level eventually though take time downside slight disconnect thats best word describe thing happen dont seem care much,9,17-Jun-13,52.0
76458,Azor,High Blood Pressure,azor blood pressure year lot say drug work contact kept level start lose hair time worst part cut hair start notice fall think come take care well enough azor hair loss list one side affect start lose hair patch research amp saw others problem w azor top muscle pain arm every night cause husband amp stay finally make appt primary switch drug good drug two many side affect,6,12-Jan-16,7.0
198089,Metoprolol,High Blood Pressure,liked medication take mg hydrochlorothiazide work great reduce maintain blood pressure side effect frequent urination teacher slight nuisance however generic toprol gotten decent night sleep blood pressure go higher although halved mg pill due side effect also feel anxious unsettled,2,2-Jan-10,78.0
11752,Trulicity,Diabetes Type 2,take first injection wednesday th june early hour thursday wake terrible stomache pain wind belch diarrhoea feeling dreadful ate salad wednesday even hardly anything since full feeling doesnt go away overall ive experience really bad day still right monday th july today hope side effect go soon im trouble take medication ailment,1,4-Jul-16,12.0
181871,Inderal,High Blood Pressure,take inderal inderal la past year side effect help arrhythmia high blood pressure felt slightly weaker tire begin feel normal able live relatively normal life always able whatever physical activity need,8,17-Jul-09,57.0
45425,Fluoxetine,Depression,didnt work find make feel worse,1,29-Nov-14,5.0
156675,Dulaglutide,Diabetes Type 2,best thing ive ever do blood sugar side effect,10,10-Oct-16,22.0
93974,Trintellix,Depression,almost never experience major side effect medication many antidepressant past year take zoloft couple month help depressive symptom though mightve give sexual side effect wasnt sure doctor suggest try trintellix say lower incidence sexual side effect well trintellix give horrible sexual dysfunction even lower libido every time take drug two week literally felt like come flu minute later headache nausea vomit heartburn feverish really think stuff poisonous need pull market,1,24-Mar-17,52.0
28380,Lexapro,Depression,feeling depression actually amplify,1,24-May-14,39.0
13958,Bydureon,Diabetes Type 2,take nd injection first without supervision morning others say needle larger im use mix little cumbersome ill willing stick stop byetta victoza due horrendous side effect im pray bydureon wont make nauseous,8,19-Jun-12,21.0
64225,Sertraline,Depression,fully understand hard work initial side effect especially may one lowest point immediately prior take medication may work everyone medication help immensely dont feel like permanently happy robot anything still feel sad upset warrant feel like process problem like high function individual dont feel like im go crack every little thing side effect get better,10,23-Nov-16,28.0
96343,Sertraline,Depression,start take zoloft year ago first improve mood senior year high school start college increase stress also increase dose mg since gain lb severe decrease sex drive upon increase mg apathetic want anything shouldnt really happen people work great im go cold turkey,5,20-Sep-09,4.0
198142,Metoprolol,High Blood Pressure,vsd bicuspid aortic valve mirtal valve regurgitation year old take metoprolol year result tachycardiapalpitations experience back prehypertension nearly life due enlarge heart cause heart inefficiency defect metoprolol seem control arrhythmia although get one time time nothing duration notice substantial decrease energy level make quite difficult lose extra lb carry around work regularly lose single pound really impacted blood pressure take mg twice daily,7,8-Apr-09,41.0
69265,Edarbi,High Blood Pressure,best blood pressure pill ive take bp stay doctor say thats best ever ive side effect use prescription card get month obamacare insurance pay,10,8-May-17,4.0
82867,Paxil,Depression,strongly recommend paxil mg depression drug uplift mood truly suppress appetite two week loss four pound already one side effect experience excessive yarning dose adjust symptom stop,10,14-Jul-16,32.0
125770,Viibryd,Depression,even think take take back month take dose hr late let tell think go put psych ward lay go sleep brain zap loud bang pop ears arent really saw bird die face felt demon try smother bed saw child burn house dose late dr tell wean immediately terrified lay night continue happen try get never thankful life rid something experience read others experience cant believe still available ruin life,1,26-Aug-17,8.0
13943,Bydureon,Diabetes Type 2,nd dose little nausea easy mixinject higher number morning number normal higher hit reading feel hungry cant seem eat enough workout class x week something active day dr tell add glipizide daily hope eventually work concern already thyroid nodule hypothyroidism almost year synthroid,3,19-Feb-13,25.0
131827,Effexor XR,Depression,take generic venlafaxine year doctor settle mg daily increase dosage make hand tremble nearly effective withdrawal medication hellish ran pill occasion felt like lose mind really would like slowly taper eventually free medicine,6,1-Oct-14,59.0
61505,Citalopram,Depression,ive always struggle depression anxiety attack since use citalapram time always really help point life felt couldnt go anymore stuff constantly go head two small child look honestly felt would better without mother use curl night cry pillow couldnt see way dont want jinx medicine save life everyone react differently mind first week take awful anxiety increase break point stick side effect dont last hope help,8,17-May-17,15.0
159613,"Insulin inhalation, rapid acting",Diabetes Type 2,im glad try afrezza work well,10,3-Oct-15,18.0
225921,Bupropion,Depression,ive take mg wellbutrin two month really impressed great way motivate feel happier quit smoke find much easier go work go gym actually wonderful instead incredibly difficult task think wellbutrin work particularly well combine exercise little bit dry mouth trouble sleep compare benefit side effect minor,9,13-Jan-10,68.0
45265,Fluoxetine,Depression,ssri journey since year old abruptly take paxil absolute nightmare however console fact prozac replace read prozac actually use treat paxil withdrawal seven week feel like might right drug along mood level maybe brief period however anxiety way find come first name basis retail people see regular basis huge thirty year history social generalized anxiety say work well cbt think importantly meditation,10,17-Nov-15,60.0
119068,Zoloft,Depression,overall zoloft good drug take year side effect help depression still struggle occasional panic attack higher dose people mg might go higher switch something else would recommend mild anxiety depression,7,20-Oct-09,42.0
178372,Duloxetine,Depression,ive cymbalta almost month start mg dos felt great first month first day sleep constantly felt completely giddy glaze etc side effect outside first couple week limit orgasms take forever depression still seem anxiety level ability control ocd relate thought wonderful feel good less quotnoisequot upstairs brain department im currently mg ask doctor adjust im still feel depressed sleep wise get extremely early fall asleep fine seem much motivate use,6,21-Jul-09,47.0
74623,Wellbutrin SR,Depression,start take depression year ago week massive panic attack last day straight ive panic disorder ever since medication destroy life,1,17-Jan-17,14.0
121026,Venlafaxine,Depression,thankful medication allow get handle back life panic attack disorder separation anxiety depression generalize anxiety prescribe effexor depression depress wouldnt leave bed id cry fit daily everything would upset suicidal thought take mg daily well medication honestly say huge fan havent side effect dont go withdraw dont take time daily doesnt cause serious problem advice take food like medication although drug work might work everyone,9,10-Mar-17,28.0
186730,Benicar,High Blood Pressure,make feel like drunk time unsteadiness foot blur vision also give hive make eat constantly gain like pound mths lower leg ankle swell couldnt get swell go tried everything wk wks quit benicar mg side effect start subside lower leg ankle take longest go even eat go back normal pound loose hope help anyone think take mother also work woman take month make pas work one day quit take hope help,3,25-Jun-15,49.0
205172,Pristiq,Depression,drug change back person recall yr ago first time year ive wake early energy ready take day year old toddler beautiful wife want dont think would possible without assistance medication also surgeon lead stressful lifestyle need help get there lot trial error along way advice keep try different antidepressant month chance youll find right one medication give significant improvement fall short stick sort rest psychotherapy,10,7-Sep-17,25.0
121977,Venlafaxine,Depression,best medication ever take year old college student suffer generalize anxiety disorder panic disorder mood disorder depression fathom much medication help life first two week take could notice difference socially interacted people much outgo easygoing ive medicine two month never stop take absolutely problem anymore still sometimes work every im prescribe mg klonopin onset anxiety thing say bad medicine crash end day hour disrupt sleep,10,14-Nov-11,29.0
171331,Wellbutrin,Depression,wellbutrin sr prescribe label major depressive disorder year initially kind side effect common headache anxiety difficulty sleep side effect diminish pretty much go away month take second dose midday doesnt impact sleep overall medication make huge difference quality life stop experience cripplingly low mood huge rapid mood swing continue work well start treatment also help focus concentrate task way find hard main concern impact short term memory,9,15-May-17,60.0
201195,Zoloft,Depression,told miracle happen work would write review let start say drug literally save life ive always battle anxiety panic attack small dose paxil seem take edge take year second baby get terrible postpartum depression thought suicide race think constantly couldnt nap take forever fall asleep night literally spend three month think obsess horrible felt want crawl skin die barely shower brush teeth hair would stay sweatpants shirt day could go forever ill get point three month pure hell go doctor help prescribe ml zoloft week stop take wasnt work go another week feel miserable go doctor recommend dose stay atleast week well two week ml realize feeling better would go minute without think negatively would go hour full day feels good feel like truly think would miserable forever please get help try something feel terrible everyone curable right drug right dose wish get help sooner try work reason doesnt try something else get help thing google type antidepressant convinced cure would never work stop spending life wonder get better old self antidepressant,10,6-Sep-16,123.5
177727,Duloxetine,Depression,helpful last year waining effectivness,10,21-Jan-15,34.0
62190,Citalopram,Depression,great depression,10,6-Nov-13,36.0
72309,Tramadol,Depression,go one antidepressant another ssri multiple tcas snris nothing work like others mood whole time twice day tramadol keep symptom free year amaze,9,22-Sep-12,123.5
205330,Pristiq,Depression,great drug,10,3-Nov-16,13.0
205938,Pristiq,Depression,pristiq mg four month treat depression feel well energy sideeffects ive encountered concern miss dose sound like firework go head could hear quotzapsquot felt dizzy nauseate didnt connect medication though stayed bed next day unmedicated symptom get worse able see physician assistant prescribe phenergan valium im little worried go pristiq never felt like paxil effexor,8,7-Jan-10,12.0
118475,Fetzima,Depression,ive take almost month research ive realize isnt feel worse better start post traumatic stress disorder doesnt seem help,2,6-Oct-14,43.0
12932,Glyxambi,Diabetes Type 2,glyxambi month fast sugar definitely lower weight loss though experienced minor joint pain increase urination,7,29-May-15,33.0
34356,Bystolic,High Blood Pressure,toprol xl year make overly tired bystolic month far perfect ton energy arrhythmia control along high blood pressure side effect ive notice im able keep awake,10,12-Jan-12,36.0
28360,Lexapro,Depression,best antidepressant ive ever try horrible sexual side effect especially since im newlywed least im happy,8,31-Jan-14,60.0
120002,Losartan,High Blood Pressure,pain neck head also lot mucus muscle stiff,1,10-Feb-12,123.5
171413,Wellbutrin,Depression,ive battling depression quite start cancer diagnosis im currently survivor feel extremely depress long time boyfriend leave feel extremely lonely without couldnt cope life would think suicide day night realize need help decide take wellbutrin good thing give lot energy able focus well downside couldnt sleep im look another medication,5,17-Aug-16,23.0
96351,Sertraline,Depression,effective second week start treatment,9,16-Aug-09,36.0
2787,Diltiazem,High Blood Pressure,excellent treatment high blood pressure take year excellent result,10,5-Jan-09,123.5
210814,Mirtazapine,Depression,take almost year great sleep much less anxiety still day depression though problem lb weight gain possibly relate hypothyroid med,10,12-Apr-16,13.0
62015,Citalopram,Depression,lifelong struggle depression precious baby month ago begin struggle postpartum depression think lose baby weight id feel well get put phentermine sent downward spiral worst depression life go dr day start phentermine take phen put celexa mg within day felt much better husband argue every day treatment havent single disagreement since start week ago happy result side effect able sleep im always hungry far havent weight gain ive really self control,9,2-Jan-16,36.0
92781,Vortioxetine,Depression,think nausea would pass didnt feel like complete zombie constantly verge throw id rather depress stay medication,1,21-Sep-17,23.0
182776,Cymbalta,Depression,hadhaving horrible time medication currently try wean md help ive every listed side effect subsequent health problem require expensive work ups dramatically develop vertigo severe headache med month vertigo debilitate required time work multiple doctor appointment rule condition also electrical zing numbness tingle body wean problematic cause awful side effect worsen im registered nurse would never recommend drug anybody feel benefit depression,2,28-Oct-16,34.0
118868,Zoloft,Depression,wife major mood swing irritable would stay angry day smallest thing sex drive tire time hour take pill different person happy affectionate less tired funny easy go miracle say always felt though living life water cloud medicine make thing clear wonderful side effect bruising,10,25-Oct-11,41.0
28062,Lexapro,Depression,skeptical go medication really big breakdown see light take lexopro kept read review daily hope take along time medication kick please give week thought would upset dont help lift heavy fog help live normal life still anxiety time slowly increase help thank lexopro really miracle dont give guy,9,28-Dec-15,97.0
12404,Parnate,Depression,take mg parnate every day little month finally convince psychiatrist prescribe really cant say effective term alleviate symptom depression diet restriction really bother real physical side effect apart extreme sun sensitivity really bother im extremely fair skin burn easily frequent mean frequent reapplications sunscreen sun avoidance must parnate also decreased effectiveness benzodiazepine valium imovane really frustrate also suffer anxiety insomnia,5,17-Sep-16,8.0
225884,Bupropion,Depression,recently put wellbutrin college psychiatrist start yesterday feel great thing use dwell mind wake early morning work never smile today feel like new adventure concentrate thing make upset sure better day come excited,10,9-Jun-10,80.0
231703,Trazodone,Depression,ive try several ssriclass medication year start around age sertraline lexapro celexa give uncomfortable side effectsanorgasmia rls nightmares inability sleep never able take long enough get antidepressant anxiolytic effect due unbearable side effect finally go get prescription trazodone along prescription valium around day ago start take mg day last night up dose mg today first time ive woken actually felt good fall asleep quickly easily mood greatly improve highly recommend medicine anyone good experience conventional ssri,9,30-Jan-15,81.0
198046,Metoprolol,High Blood Pressure,go hospital rest heart rate freak many test one could find anything wrong heart high blood pressure higher heart rate severe anxiety start mg twice day hospital start help heart rate make less anxious finally go home check blood pressure well wellmy thing vivid nightmare scary hell dont understand,7,4-Sep-13,81.0
117459,Nortriptyline,Depression,tried major depression week mg per night couldnt handle end go er heart race beat per min id get hour sleep night week experience heart race brain short circuit insomnia anxiety severe constipation extreme thirst overall feeling disconnect aliveness teenager take doxepin elavil slightly well much tcas last resort like thorazine lithium seroquel much well good luck fellow sufferer,1,8-Jan-17,6.0
71700,Tramadol,Depression,see recur theme lot entriesperson x prescribe tramadol pain wonder depression mood however discontinue use one symptom quickly return often worse tramodol opiate think opium heroin oxycodone hydrocodone codeine etc youre describe pattern opiate usage danger poor choice depression treatment like give mercedes guy who lose job house foreclose onfeels good couple day,3,19-May-17,19.0
194220,Nebivolol,High Blood Pressure,take bystolic mg month first seem okay liked make dizzy third week start get side effect first tire energy think bystolic shoulder joint start ache kind run wrist arm bad still last straw leave arm start tingle outside forearm well start cut half take mg last week make difference every time take pill hour later arm would start tingle along side effect also another thing make gain ten pound month time also bloat,1,6-Sep-10,54.0
32520,Lisinopril,High Blood Pressure,medication four week marginally help blood pressure blood pressure lower developed hive discontinue,1,13-Oct-11,23.0
170212,Quetiapine,Depression,ptsd loss son prescribe xanax klonipin yr deal panic attack experience take ssri due side effect mention seroquel doctor say mild anti depressant effect take mg morning night weight gain active anything appetite fall sleep hr rem sleep dont really need much xanax klonipin seroquel help function greatly wont allow panic set happy,10,26-Oct-16,23.0
126279,Viibryd,Depression,complete month viibryd keep dosage low hop would tolerable unfortunately sideeffects problematic allow function dizziness lack concentration dysphoria nausea viibryd doesnt seem viable option im try citalopram day already wonder guess ill see frustrate try many gotten relief need function member society unsettle feel like doctor guess lol thanks response,2,16-Jan-12,23.0
76005,Pioglitazone,Diabetes Type 2,blood sugar level actos higher without take,1,25-Sep-10,39.0
194152,Nebivolol,High Blood Pressure,take amlodipine irbesartan bystolic high blood pressure amlodipine effective three maximum suggest dose mg daily seem like bystolic least effective nebivolol heart rate require lower bystolic may unnecessary use mg irbesartan daily maximum dose,3,13-Jun-17,3.0
121973,Venlafaxine,Depression,medicine god send didnt know much help dr switched pristiq become depressed dr put zoloft lexapro saphris abilify seroquel six month later nothing work get put back effexor four day ago already start feel well come term take medicine rest life take feel normal,9,14-Dec-11,4.0
206001,Pristiq,Depression,start take pristiq month ago proven wonderful suffer depression borderline personality disorder almost immediately saw improvement take pristiq would fly rage almost daily last month since take maybe rag time dont feel selfconscious anymore feel alive upbeat top ive lose weight since drug decrease appetite wonder drug,10,18-Mar-09,57.0
171593,Wellbutrin,Depression,ive diagnose treated year ago major depression use prozac last year diagnose major depression doctor suggest try wellbutrin would affect sexual desire give energy well first week starter dose mgday mgday major emotional reaction body go cry spell minute couldnt control weird thing stop immediately take day wear,4,17-Mar-12,32.0
61944,Citalopram,Depression,people consider take celexa also read people review comment scar never take anything cope depression low lie life thought could cope come family reactive communication think thats realize im super stress feel hyper focus problem solution solution self soothe food give laziness come conclusion maybe find something smooth harsh feeling edge would energy give get back gym make better decision im stress,7,15-Jun-15,44.0
188957,Olmesartan,High Blood Pressure,take benicar month say wow blood pressure needless say im happy far side effect either,10,6-Aug-10,26.0
